,aid,themes,scores,title,types,year,directors,thems_map
891,mzc00200mykcc34,"['生物突变', '灾难与生存', '科技与未来', '恐怖与心理']","[10.0, 9.0, 8.0, 7.0]",巨蛛,['剧情' '恐怖' '科幻' '动作'],2021,['李亚东'],"['生物突变', '灾难与生存', '科技与未来', '恐怖与心理']"
892,n5c7q1bdr2ucwn3,"['政治与权力', '保护与牺牲', '犯罪与惩罚', '警察与犯罪', '牺牲和奉献', '团结与合作']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",伦敦陷落,['惊悚' '犯罪' '动作'],2015,['巴巴克·纳加非'],"['政治与权力', '保护与牺牲', '犯罪与惩罚', '警察与犯罪', '牺牲和奉献', '团结与合作']"
893,mzc002005e1cf9q,"['生死抉择与奋斗', '困境与挑战', '惊悚氛围', '警察与犯罪', '犯罪与惩罚']","[10.0, 9.0, 8.0, 7.0, 6.0]",死里逃生,['惊悚' '剧情' '动作'],2021,['泰勒·谢里丹'],"['生死抉择', '生存与挑战', '惊悚氛围', '警察与犯罪', '犯罪与惩罚']"
894,mzc00200dxlvtv3,"['恶搞与搞笑', '爱情与选择']","[9.0, 8.0]",灵幻大师,['搞笑' '动作' '爱情' '奇幻' '惊悚' '喜剧' '冒险' '古装'],2021,['刘观伟'],"['恶搞与搞笑', '真爱与选择']"
895,ofmf5k4m7p48bqu,"['生存与挑战', '信任与背叛', '困境与挑战', '恐怖与心理', '真相与谎言', '人性的极限']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",孤岛风云,['惊悚' '恐怖' '动作'],2015,['夏恩·达克斯·泰勒'],"['生存与挑战', '信任与背叛', '生存与挑战', '恐怖与心理', '真相与谎言', '人性的挣扎']"
896,fgqtuu38z91hfyw,"['困境与挑战', '友谊与背叛', '环保意识', '成长与自我发现', '生死抉择与奋斗', '人与自然的斗争']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",一出好戏,['剧情' '喜剧' '搞笑'],2018,['黄渤'],"['生存与挑战', '信任与背叛', '环保意识', '成长与自我发现', '生死抉择', '人类与自然的关系']"
897,mzc00200f612dae,"['反腐斗争', '保护国家利益', '犯罪与惩罚', '勇敢与决心', '团结与合作', '挑战与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",猎毒之闪电突击,['悬疑' '犯罪' '动作'],2022,['薛文华'],"['反腐斗争', '保护国家利益', '犯罪与惩罚', '勇敢与决心', '团结与合作', '挑战与冒险']"
898,sqys0uo6hucaxx4,"['环境保护', '生死抉择与奋斗', '团结与合作', '艰苦环境', '科技与未来']","[10.0, 9.0, 8.0, 7.0, 6.0]",海平面上升,['灾难' '爱情' '科幻' '动作'],2017,['Adam Lipsius'],"['环境保护', '生死抉择', '团结与合作', '艰苦环境', '科技与未来']"
899,mzc002008m8uka6,"['成长与自我发现', '责任与担当', '接受和包容', '勇敢与决心', '忠诚与信任', '团结与合作']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",小虎墩大英雄,['冒险' '动画'],2022,['曾靖雄' '邹燚'],"['成长与自我发现', '责任与担当', '接受与包容', '勇敢与决心', '忠诚与信任', '团结与合作']"
900,g1l89o9vt9kpm3n,"['江湖武侠', '忠诚与信任', '恩怨情仇', '勇敢与决心', '黑帮与权力斗争', '家族恩怨']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",江湖情,['惊悚' '剧情' '犯罪' '动作'],1987,['黄泰来'],"['江湖武侠', '忠诚与信任', '恩怨情仇', '勇敢与决心', '黑帮与权力斗争', '家族恩怨']"
901,w6unuv58t8df6gs,"['正义与法律', '犯罪与惩罚', '警察与犯罪', '身份迷失']","[10.0, 9.0, 9.0, 8.0]",你是凶手,['悬疑' '剧情' '犯罪'],2019,['王昱'],"['正义与清明', '犯罪与惩罚', '警察与犯罪', '身份迷失']"
902,wp2fr06ydlr3ce0,"['生存与挑战', '灾难与生存', '恐怖氛围', '友谊与背叛', '惊悚氛围']","[10.0, 9.0, 8.0, 7.0, 6.0]",暗无天日,['惊悚' '恐怖'],2015,['Dan Rickard'],"['生存与挑战', '灾难与生存', '恐怖氛围', '信任与背叛', '惊悚氛围']"
903,hi1u352psupfyjs,"['信任与诚实', '黑帮与权力斗争', '恩怨情仇', '爱情', '团结与合作', '责任与担当']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",极盗车神,['音乐' '犯罪' '动作'],2017,['埃德加·赖特'],"['信任与背叛', '黑帮与权力斗争', '恩怨情仇', '爱情', '团结与合作', '责任与担当']"
904,vde7lmqvoepqc57,"['团结与合作', '勇敢与决心', '警察与犯罪', '犯罪与惩罚', '保护与牺牲', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",绝色营救,['犯罪' '动作'],2019,['路云飞'],"['团结与合作', '勇敢与决心', '警察与犯罪', '犯罪与惩罚', '保护与牺牲', '生死抉择']"
905,dc3fq6omiriabp0,"['成长与自我发现', '亲情与成长', '勇敢与决心', '人与机器的界限', '友谊', '责任与担当']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",蜡笔小新:决一胜负 逆袭的机器人爸爸,['儿童' '喜剧' '动画' '家庭'],2014,['高橋渉'],"['成长与自我发现', '亲情与成长', '勇敢与决心', '人类与机器人的关系', '友谊', '责任与担当']"
906,hp0wvi9vw9obudz,"['勇敢与决心', '母女关系', '成长与自我发现', '团结与合作', '接受与包容', '文化差异']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",勇敢传说,['动作' '奇幻' '喜剧' '亲情' '家庭' '冒险' '动画'],2012,['史蒂夫·普切尔' '布伦达·查普曼' '马克·安德鲁斯'],"['勇敢与决心', '父女关系', '成长与自我发现', '团结与合作', '接受与包容', '文化差异']"
907,1brbdjbevb8kf5u,"['成长与自我发现', '友谊与背叛', '家庭友好', '团结与合作', '勇敢与决心', '科技与未来']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",非常小特务4,['动作' '喜剧' '科幻' '家庭' '冒险'],2011,['罗伯特·罗德里格兹'],"['成长与自我发现', '信任与背叛', '家庭友好', '团结与合作', '勇敢与决心', '科技与未来']"
908,7pil6rlguehsicj,"['江湖武侠', '恶搞与搞笑', '忠诚与信任', '团结与合作']","[10.0, 9.0, 8.0, 7.0]",福星闯江湖,['喜剧'],1989,['冯淬帆'],"['江湖武侠', '恶搞与搞笑', '忠诚与信任', '团结与合作']"
909,yb4pkc929n3293o,"['忠诚与信任', '真爱与选择', '犯罪与惩罚', '勇敢与决心', '友谊与背叛']","[10.0, 9.0, 9.0, 8.0, 7.0]",绝色神偷,['剧情' '爱情' '犯罪' '动作'],2001,['霍耀良'],"['忠诚与信任', '真爱与选择', '犯罪与惩罚', '勇敢与决心', '信任与背叛']"
910,mzc00200n7h7hg7,"['正义与法律', '忠诚与信任', '持之以恒', '神秘氛围', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0, 6.0]",道师爷2,['奇幻' '惊悚' '动作'],2022,['李滨'],"['正义与清明', '忠诚与信任', '持之以恒', '神秘氛围', '勇敢与决心']"
911,6pfpvdk6z9v55wc,"['生存与挑战', '灾难与生存', '恐怖与心理', '科技与未来', '惊悚氛围', '人性与道德']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",死寂逃亡,['灾难' '恐怖' '科幻' '惊悚'],2019,['约翰·R·莱昂耐迪'],"['生存与挑战', '灾难与生存', '恐怖与心理', '科技与未来', '惊悚氛围', '暴力与道德']"
912,hw2a2q3dsh090g8,"['环境保护', '家庭友好', '成长与自我发现', '友谊', '勇敢与决心', '父子关系']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",奇幻森林,['剧情' '奇幻' '家庭' '冒险' '动画'],2016,['乔恩·费儒'],"['环境保护', '家庭友好', '成长与自我发现', '友谊', '勇敢与决心', '父子关系']"
913,8x7plhlgxwi9tw0,"['真爱与选择', '团结与合作', '勇敢与决心', '成长与自我发现', '亲情与成长']","[10.0, 9.0, 9.0, 8.0, 8.0]",冰雪女王3：火与冰,['搞笑' '剧情' '爱情' '儿童' '家庭' '冒险' '动画'],2016,['阿列克谢·特斯蒂斯林'],"['真爱与选择', '团结与合作', '勇敢与决心', '成长与自我发现', '亲情与成长']"
914,n14np8whnu78r5o,"['家族支持与励志', '政治与权力', '真爱与选择', '保护与牺牲', '恩怨情仇', '忠诚与信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",战争之花,['剧情' '历史' '爱情'],2012,['Miles Feldman'],"['家族支持与励志', '政治与权力', '真爱与选择', '保护与牺牲', '恩怨情仇', '忠诚与信任']"
915,zg7bhyyc1ffeha0,"['正义与法律', '犯罪与惩罚', '宗教与罪恶', '人性的阴暗面', '责任与担当', '恐怖与心理']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",七宗罪,['剧情' '动作' '悬疑' '惊悚' '犯罪'],1995,['大卫·芬奇'],"['正义与清明', '犯罪与惩罚', '正义与罪恶', '人性的阴暗面', '责任与担当', '恐怖与心理']"
916,mzc00200jz7tv5h,"['真爱与选择', '家族恩怨', '信任和诚实', '恩怨情仇']","[10.0, 9.0, 8.0, 7.0]",阴阳美人棺,['搞笑' '剧情' '动作' '爱情' '奇幻' '古装'],2020,['曾庆杰' '小夕'],"['真爱与选择', '家族恩怨', '信任和诚实', '恩怨情仇']"
917,mzc00200sbk2c57,"['友谊与成长', '真爱与选择', '家庭矛盾', '女性力量与平等', '面对困境与挑战', '自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",爱很美味,['喜剧' '爱情'],,['陈正道' '许肇任'],"['友谊', '真爱与选择', '家庭矛盾', '女性力量与平等', '勇敢面对困境', '成长与自我发现']"
918,mzc00200ryjw3pg,"['家庭矛盾', '忠诚与信任', '成长与自我发现', '爱情', '搞笑']","[10.0, 9.0, 8.0, 7.0, 6.0]",让我过过瘾,['家庭' '喜剧' '爱情' '搞笑'],2021,['宋晓峰' '王硕'],"['家庭矛盾', '忠诚与信任', '成长与自我发现', '爱情', '恶搞与搞笑']"
919,68avosyn77seisl,"['信任与诚实', '团结与合作', '勇敢与决心', '保护与牺牲', '命运与抗争', '真爱与选择']","[10.0, 9.0, 9.0, 9.0, 8.0, 7.0]",哈利·波特与死亡圣器（上）,['剧情' '动作' '奇幻' '悬疑' '冒险'],2010,['大卫·叶茨'],"['信任与背叛', '团结与合作', '勇敢与决心', '保护与牺牲', '命运与选择', '真爱与选择']"
920,mzc00200vxxlzgn,"['环境保护与生存挑战', '真爱与选择', '科技与未来', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0]",超异之荒漠地球,['搞笑' '动作' '爱情' '喜剧' '科幻'],2020,['谭友业'],"['生存与挑战', '真爱与选择', '科技与未来', '勇敢与决心']"
921,c8oygdzkl09kzz2,"['武术精神', '团结与合作', '父子/父女', '忠诚与信任', '民族自尊']","[10.0, 9.0, 8.0, 7.0, 6.0]",叶问：终极一战,['传记' '剧情' '动作'],2013,['邱礼涛'],"['武术精神', '团结与合作', '父子/父女', '忠诚与信任', '民族自尊']"
922,rbum98tdl7gnrjo,"['家族支持与励志', '真爱与选择', '勇敢与决心', '友谊与背叛', '持之以恒']","[10.0, 9.0, 8.0, 7.0, 6.0]",美人鱼之海盗来袭,['奇幻' '冒险' '喜剧' '动画'],2015,['邱浩强'],"['家族支持与励志', '真爱与选择', '勇敢与决心', '信任与背叛', '持之以恒']"
923,mzc00200b1h554t,"['古镇传说', '灵异现象', '民间故事', '惊悚氛围', '恐怖传说', '神秘氛围']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",阴阳镇怪谈,['惊悚' '恐怖'],2021,['张涛'],"['古镇传说', '灵异现象', '民间故事', '惊悚氛围', '恐怖传说', '神秘氛围']"
924,dmibwwfvwq1ss3r,"['生死抉择与奋斗', '恐怖传说']","[10.0, 9.0]",僵尸少女,['恐怖' '剧情' '喜剧' '悬疑' '惊悚'],2016,['黄维中'],"['生死抉择', '恐怖传说']"
925,kvv3a3l7zbecfdc,"['保护国家利益', '牺牲和奉献', '团结与合作', '勇敢与决心', '犯罪与惩罚', '责任与担当']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]",天使陷落,['惊悚' '战争' '犯罪' '动作'],2019,['里克·罗曼·沃夫'],"['保护国家利益', '牺牲和奉献', '团结与合作', '勇敢与决心', '犯罪与惩罚', '责任与担当']"
926,xyne4253g35nak3,"['女性力量与平等', '团结与合作', '超能力', '信念与坚持']","[10.0, 9.0, 8.0, 7.0]",惊奇队长,['冒险' '科幻' '动作'],2019,['安娜·波顿' '瑞安·弗雷克'],"['女性力量与平等', '团结与合作', '超能力', '信念与坚持']"
927,ofbgmce1glm7kwe,"['生存与挑战', '团结与合作', '环境保护', '友情', '成长与自我发现', '家庭友好']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",冰川时代5：星际碰撞,['搞笑' '喜剧' '科幻' '冒险' '动画'],2016,['麦克·特米尔' 'Galen T· Chu'],"['生存与挑战', '团结与合作', '环境保护', '友情', '成长与自我发现', '家庭友好']"
928,mzc0020020y4k6q,"['成长与自我发现', '友谊与背叛', '家庭矛盾', '真爱与选择', '青春与成长', '搞笑']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",不期而遇的夏天,['剧情' '喜剧'],2020,['易寒'],"['成长与自我发现', '信任与背叛', '家庭矛盾', '真爱与选择', '亲情与成长', '恶搞与搞笑']"
929,00jxecd5him5kmn,"['勇敢与决心', '生死抉择与奋斗', '友谊与背叛']","[10.0, 9.0, 8.0]",加勒比海盗5：死无对证,['奇幻' '冒险' '动作'],2017,['乔阿吉姆·罗恩尼' '艾斯彭·山德伯格'],"['勇敢与决心', '生死抉择', '信任与背叛']"
930,3cgqfqo2o0p5sz1,"['生死抉择与奋斗', '警察与犯罪', '真相与谎言', '忠诚与背叛', '勇敢与决心', '团结与合作']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",狂兽,['剧情' '犯罪' '动作'],2017,['李子俊'],"['生死抉择', '警察与犯罪', '真相与谎言', '信任与背叛', '勇敢与决心', '团结与合作']"
931,8dypc2gc4wf7y78,"['生命和死亡', '病毒传播', '生存与挑战', '团结与合作', '科技与未来', '灾难与生存']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]",传染,['冒险' '恐怖' '科幻' '惊悚'],2015,['Jason Wright'],"['生命和死亡', '病毒传播', '生存与挑战', '团结与合作', '科技与未来', '灾难与生存']"
932,3hcnhz6ys9njhun,"['家庭友好', '儿童与成长', '节日与文化']","[10.0, 9.0, 8.0]",小猪佩奇过大年,['歌舞' '喜剧' '儿童' '家庭' '动画'],2019,['张大鹏' '内维尔·阿斯特利' '马克·贝克' '尤里斯·范·侯辛' '莎拉·罗珀'],"['家庭友好', '亲情与成长', '节日与文化']"
933,3n2ub2ii2mllere,"['民族自尊', '爱国主义', '牺牲和奉献', '保护国家利益', '忠诚和团结', '战争与和平']","[10.0, 10.0, 10.0, 10.0, 9.0, 9.0]",军号密码,['战争' '剧情'],2016,['曹利民' '许晨'],"['民族自尊', '爱国主义', '牺牲和奉献', '保护国家利益', '忠诚和承诺', '战争与和平']"
934,ctykmmk1opre6kz,"['成长与自我发现', '家庭矛盾', '友谊与背叛', '自我与成长']","[10.0, 9.0, 8.0, 7.0]",成人世界,['剧情' '喜剧'],2013,['斯科特·科菲'],"['成长与自我发现', '家庭矛盾', '信任与背叛', '亲情与成长']"
935,oksnoso9pnqrxn9,"['欺诈与道德', '政治与权力', '忠诚与信任', '爱情与背叛', '金钱欲望', '人性挣扎']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",美国骗局,['剧情' '犯罪'],2013,['大卫·O·拉塞尔'],"['欺诈与智慧', '政治与权力', '忠诚与信任', '信任与背叛', '金钱欲望', '人性挣扎']"
936,6klzabvnz0broww,"['家国情怀', '民族自尊', '信仰与宗教', '神话与传说', '忠诚与团结', '恩怨情仇']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",药仙,['奇幻' '剧情' '古装'],2018,['孙承志'],"['家国情怀', '民族自尊', '教育', '神话与传说', '忠诚与信任', '恩怨情仇']"
937,mzc00200fol8li8,"['生存与挑战', '灾难与生存', '人与自然的斗争', '勇敢与决心', '团结与合作', '恐怖与心理']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",荒岛求生之巨兽来袭,['惊悚' '剧情' '冒险' '灾难'],2019,['苗金仓'],"['生存与挑战', '灾难与生存', '人类与自然的关系', '勇敢与决心', '团结与合作', '恐怖与心理']"
938,th3hgm1uphsp1qj,"['决策与后果', '科技与未来', '黑暗势力', '探索与冒险']","[10.0, 9.0, 8.0, 7.0]",废墟行动上,['悬疑' '冒险' '科幻'],2002,['Sebastian Niemann'],"['决策与后果', '科技与未来', '黑暗势力', '挑战与冒险']"
939,mzc00200ui2uwko,"['复仇与正义', '犯罪与惩罚', '黑暗势力']","[9.0, 8.0, 7.0]",赢利,['惊悚' '犯罪'],2020,['Christian Sesma'],"['复仇与正义', '犯罪与惩罚', '黑暗势力']"
940,42lkbc1n5c287xu,"['困境与挑戰', '犯罪与惩罚', '信任与背叛', '生死抉择与奋斗', '勇敢与决心', '友情']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",雪暴,['悬疑' '剧情' '犯罪' '动作'],2018,['崔斯韦'],"['困境与挑战', '犯罪与惩罚', '信任与背叛', '生死抉择', '勇敢与决心', '友情']"
941,1ibc94exzsdjr1y,"['团结与合作', '生存与挑战', '勇敢与决心', '真相与谎言', '信任与背叛', '友谊']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",移动迷宫2,['动作' '惊悚' '科幻' '悬疑' '冒险'],2015,['韦斯·鲍尔'],"['团结与合作', '生存与挑战', '勇敢与决心', '真相与谎言', '信任与背叛', '友谊']"
942,mcyoy5e08p00uv9,"['正义与法律', '道德与选择', '友谊与信任', '犯罪与惩罚', '判断与决策', '警察与犯罪']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",戴手铐的旅客,['悬疑' '剧情' '动作'],1980,['于洋'],"['正义与清明', '真爱与选择', '忠诚与信任', '犯罪与惩罚', '英雄与决策', '警察与犯罪']"
943,m83b6fzlbepzggm,"['民族自尊', '神话与传说', '爱国主义', '保护国家利益', '家国情怀', '成长与自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",弑神之英雄觉醒,['爱情' '奇幻' '喜剧' '科幻' '冒险'],2017,['张哲'],"['民族自尊', '神话与传说', '爱国主义', '保护国家利益', '家国情怀', '成长与自我发现']"
944,k3j0g3rmkj2gon9,"['家庭矛盾', '忠诚与信任', '勇敢与决心', '生死抉择与奋斗', '友谊', '决策与后果']","[10.0, 9.0, 9.0, 9.0, 8.0, 8.0]",锅盖头,['传记' '战争' '剧情'],2005,['萨姆·门德斯'],"['家庭矛盾', '忠诚与信任', '勇敢与决心', '生死抉择', '友谊', '决策与后果']"
945,pq8ert5ym7s3o50,"['民族自尊', '武术精神', '团结与合作', '忠诚与信任', '江湖武侠']","[10.0, 9.0, 8.0, 7.0, 6.0]",龙门飞甲,['剧情' '动作' '武侠' '冒险' '纪录片'],2011,['徐克'],"['民族自尊', '武术精神', '团结与合作', '忠诚与信任', '江湖武侠']"
946,mzc00200tgrsohp,"['家族恩怨', '友谊与背叛', '忠诚与信任', '黑帮与权力斗争', '父子关系']","[10.0, 9.0, 9.0, 8.0, 8.0]",二龙湖往事：黄金劫,['犯罪' '喜剧' '爱情' '搞笑'],,['张浩'],"['家族恩怨', '信任与背叛', '忠诚与信任', '黑帮与权力斗争', '父子关系']"
947,mzc002005xl7vth,"['家庭矛盾', '道德与法律', '惩罚与救赎', '亲情与责任', '信任与背叛', '悬疑与探索']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",误杀瞒天记,['悬疑' '剧情' '犯罪'],2015,['尼西卡特·卡马特'],"['家庭矛盾', '道义与法律', '复仇与救赎', '力量与责任', '信任与背叛', '悬疑与谜题']"
948,bqchho98oc9s9jg,"['政治与权力', '保护与牺牲', '灾难与生存', '勇敢与决心', '团结与合作', '信任与诚实']","[9.5, 9.0, 8.5, 8.0, 7.0, 6.5]",至暗之时,['剧情' '动作' '灾难' '科幻' '惊悚'],2011,['克里斯·格拉克'],"['政治与权力', '保护与牺牲', '灾难与生存', '勇敢与决心', '团结与合作', '信任与背叛']"
949,xk050c3und2qew2,"['政治与权力', '保护与牺牲', '民族自尊', '爱国主义', '团结和支持', '犯罪与惩罚']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",代号杰罗尼莫,['犯罪' '剧情' '动作'],2012,['约翰·斯托克韦尔'],"['政治与权力', '保护与牺牲', '民族自尊', '爱国主义', '团结和支持', '犯罪与惩罚']"
