,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
2280,xGOuQqrDhj1672030794752,KcLUnaQzax1682498008320,,1.00,,1.0,2.0,周卡,,
2281,jrBIzurAEP1679035460357,KcLUnaQzax1682498008320,,28.00,,28.0,2.0,月卡,,
2282,rJdwVasGff1682500608404,KGGJWPMdPi1642562281891,,28.00,,28.0,6.0,月卡,汪汪队,
2283,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,,1.00,,1.0,2.0,周卡,,奶龙、飞狗moco等
2284,TWLFYaSwzS1615262192462,TWLFYaSwzS1615262192462,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,超级宝贝JoJo
2285,EtoGwzMkmD1673259220418,jAGHvKfxCC1601282023158,,1.00,59.0000,1.0,1.0,周卡,小猪佩奇,
2286,eUxygqQdyi1646301732660,tftfYiDenv1658217865573,,19.00,,19.0,1.0,月卡,,
2287,dcFXccjtWN1670988679451,KcLUnaQzax1682498008320,,6.60,1.0000,6.6,1.0,月卡,,
2288,TWLFYaSwzS1615262192462,sTuXtscHGg1660283881528,trex,28.00,28.0000,28.0,2.0,月卡,,超级宝贝JoJo
2289,VbHulUqOGv1604975827938,HrdjqqPfPH1659592081029,trex,1.00,0.9900,1.0,3.0,周卡,,奥特曼
2290,svnzWEOKQR1620798057349,YwnnTdaaix1622791915927,trex,28.00,28.0000,28.0,2.0,月卡,超迷你战士,超迷你战士
2291,zOGXLpMHQc1612921864427,XXPOjaPFty1623117705663,trex,28.00,28.0000,28.0,4.0,月卡,汪汪队,汪汪队
2292,dyILJGATFU1662601083618,jAGHvKfxCC1601282023158,trex,1.00,0.9900,1.0,1.0,周卡,小猪佩奇,
2293,bGMvkkLoQI1666165453437,KlHNSLhbBh1667809683398,trex,28.00,9.3300,28.0,3.0,月卡,,
2294,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,19.00,20.0000,19.0,1.0,月卡,,
2295,SMtoQdOruB1660875650065,rSfAWLqmLO1660875264533,trex,1.00,1.0000,1.0,1.0,周卡,,
2296,GmeOFrwaYj1688966780459,ASAStUhOzd1679021778296,trex,19.00,19.0000,19.0,1.0,月卡,,
2297,JWhYzRsMTd1677117816953,CdPNHZACkM1652940419103,trex,19.00,19.0000,19.0,1.0,月卡,,
2298,wfpGEbJzog1599120789032,SPZjUIDBSD1626675808588,trex,89.00,89.0000,89.0,3.0,季卡,汤姆猫,会说话的汤姆猫
2299,QrKgRSpopc1672206990692,joJTzIaRxd1676359600287,trex,89.00,89.0000,89.0,3.0,季卡,,
2300,mvMmXYZncl1601214717245,DZnXRryQAT1601214717245,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
2301,HrdjqqPfPH1659592081029,EchyzHkvNH1605063106699,trex,28.00,28.0000,28.0,4.0,月卡,奥特曼,
2302,wMnmkDzCCx1687335278901,RBvAaGvGgh1679389633642,trex,239.00,170.7000,239.0,1.0,年卡,,
2303,reiVIboeBi1678175773221,vyIcVVhHBX1605861324857,trex,55.00,55.0000,55.0,2.0,季卡,,
2304,PoRWwURQaF1635752683892,LRzhEgdMhT1620732962332,trex,1.00,1.0000,1.0,2.0,周卡,奥特曼,奥特曼
2305,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,28.00,28.0000,28.0,2.0,月卡,,
2306,FxokcHJvjW1600773805774,YRJkkzCoDT1659579960009,trex,19.00,19.0000,19.0,1.0,月卡,,精灵梦叶罗丽
2307,FtIdDbRumK1635473378271,rvAULPQvZk1671002879620,trex,19.00,19.0000,19.0,2.0,月卡,,咖宝车神
2308,wdUyeSXacu1604458768696,KhsqGHtMdf1618908958627,trex,59.00,59.0000,59.0,1.0,季卡,喜羊羊与灰太狼,喜羊羊与灰太狼
2309,VNJkxQHFny1656470142305,tvFfwdYQPJ1607597946533,trex,19.00,19.0000,19.0,13.0,月卡,奥特曼,
2310,HNNlEejTMs1654531630200,HrdjqqPfPH1659592081029,trex,1.00,1.0000,1.0,2.0,周卡,,
2311,dcFXccjtWN1670988679451,btIxylsbKI1592553565482,trex,19.00,12.6600,19.0,2.0,月卡,倒霉蛋涂涂,
2312,cnJsMXksKs1675301532751,VnukKzayCX1672030917761,trex,239.00,79.6600,239.0,6.0,年卡,,
2313,EtoGwzMkmD1673259220418,iRdDTVcUVg1611236386907,trex,28.00,21.0000,28.0,1.0,月卡,奶龙、飞狗moco等,
2314,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,22.00,22.5000,22.0,3.0,月卡,超级宝贝JoJo,
2315,UmueJRXqji1648535801117,IzdaxuQOzS1648535498208,trex,19.00,19.0000,19.0,1.0,月卡,,
2316,TWLFYaSwzS1615262192462,dNUkdLPkci1585650051748,trex,1.00,0.3300,1.0,2.0,周卡,超级宝贝JoJo,超级宝贝JoJo
2317,HZnFZYgMJa1599120789023,trqEUjHMXd1604458768696,trex,19.00,19.0000,19.0,1.0,月卡,帮帮龙,帮帮龙
2318,ddhvKKApFJ1654131819882,mAkQTxAuRx1604304490027,trex,28.00,28.0000,28.0,10.0,月卡,,
2319,FvAzgXoYMw1607075043285,IMkWsGSwOO1663666745726,trex,49.00,49.0000,49.0,2.0,季卡,,萌鸡小队
2320,DGFAIDIqGH1600322877228,VxQvszgMdu1646276496568,trex,28.00,18.6600,28.0,2.0,月卡,,爆笑虫子
2321,bkHXBHEHSd1672803042858,iOajuTbXSr1626157126025,trex,28.00,28.0000,28.0,12.0,月卡,喜羊羊与灰太狼,
2322,DGFAIDIqGH1600322877228,sqTufNIWFr1675222700175,trex,6.60,6.6000,6.6,3.0,月卡,,爆笑虫子
2323,RhWCJhykRs1635312774300,SPaLGwroZN1635312804853,trex,1.00,0.6600,1.0,1.0,周卡,,
2324,pRgIJkdOFB1637308412212,wjOtSSgZho1635837918681,trex,28.00,21.0000,28.0,2.0,月卡,,
2325,BsAviIewOC1684808496474,hpqgSCJoSl1682393454765,trex,59.00,59.0000,59.0,12.0,季卡,,
2326,sIhtigfAHm1678936656191,hRqYtXCEew1660543093824,trex,19.00,19.0000,19.0,17.0,月卡,,
2327,TWLFYaSwzS1615262192462,sTuXtscHGg1660283881528,trex,59.00,59.0000,59.0,2.0,季卡,,超级宝贝JoJo
2328,adTzIkKFGD1656927545365,wjOtSSgZho1635837918681,trex,28.00,7.0000,28.0,2.0,月卡,,
2329,WuImqIEYcw1640591877630,amLNMvgFaG1655887639332,trex,1.00,0.5000,1.0,2.0,周卡,,
2330,nmyUqVpBlr1614164299502,ENvQjXwyjB1623117703882,trex,89.00,89.0000,89.0,4.0,季卡,汪汪队,汪汪队
2331,sDsYQuYVmz1608000987146,JiaADpMTpb1646879188827,trex,69.00,69.0000,69.0,3.0,季卡,,花样卡通画
2332,zKVIdRspWk1639480554932,KlHNSLhbBh1667809683398,trex,28.00,18.6600,28.0,3.0,月卡,,迷你特工队
2333,zGnnHJwuLq1651908735470,dcFXccjtWN1670988679451,trex,59.00,59.0000,59.0,2.0,季卡,,
2334,dNUkdLPkci1585650051748,sTuXtscHGg1660283881528,trex,59.00,59.0000,59.0,5.0,季卡,,超级宝贝JoJo
2335,fuctKMfFTU1689060443615,fjHfNtkMSF1683188312819,trex,9.90,4.9500,9.9,1.0,月卡,,
2336,zOGXLpMHQc1612921864427,sgQFCojTJy1619605032191,trex,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
2337,jrBIzurAEP1679035460357,gAUDdFUYiw1678099317551,trex,22.00,7.3300,22.0,4.0,月卡,,
2338,acZMEasvmY1632971111574,VNJkxQHFny1656470142305,trex,1.00,1.0000,1.0,1.0,周卡,,奥特曼
2339,wYSZhaAcbD1661311784840,ZFuEAGtOHx1629880899031,trex,89.00,17.8000,89.0,1.0,季卡,迷你小洞,
2340,jAGHvKfxCC1601282023158,EmGUinUUID1601006304441,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
2341,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,1.00,22.5000,1.0,1.0,周卡,超级宝贝JoJo,
2342,KcLUnaQzax1682498008320,npgEuRGLZm1660543371049,trex,28.00,28.0000,28.0,5.0,月卡,,
2343,EcjztyVhJg1689303456414,dyILJGATFU1662601083618,trex,6.60,6.6000,6.6,9.0,月卡,,
2344,nXGjheffqn1666770318953,YHsrnuhXrG1616119622097,trex,55.00,55.0000,55.0,5.0,季卡,佐罗小子,
2345,jrBIzurAEP1679035460357,CvWCsalMAL1682496080639,trex,1.00,1.0000,1.0,2.0,周卡,,
2346,jBFOZMiYPJ1611912236338,kbMIwJkJwP1672986781650,trex,239.00,239.0000,239.0,1.0,年卡,,
2347,XClLPRTZaM1690522646483,jrBIzurAEP1679035460357,trex,59.00,59.0000,59.0,2.0,季卡,,
2348,EcjztyVhJg1689303456414,rWSWRUzPoL1601006304441,trex,19.00,6.3300,19.0,1.0,月卡,小猪佩奇,
2349,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,1.00,20.0000,1.0,1.0,周卡,,
2350,zdJJsEcVXs1611317557673,LkttuGfByQ1687258543520,trex,28.00,28.0000,28.0,2.0,月卡,,益智宝贝
2351,kvlCcuTzOn1619611085408,areFtCzQla1600172556833,trex,59.00,29.5000,59.0,6.0,季卡,,
2352,fHLBeGuQTZ1637671260549,OAiekQZZga1657253060866,trex,1.00,1.0000,1.0,1.0,周卡,,
2353,LYulscCVwp1635399350922,THpNpyuawS1605063106699,trex,28.00,28.0000,28.0,4.0,月卡,奥特曼,奥特曼
2354,KGGJWPMdPi1642562281891,ibrSTyQxgz1631237577564,trex,19.00,19.0000,19.0,1.0,月卡,汪汪队,汪汪队
2355,OHfpSPOqVR1650444348251,AgQqWwRfuo1666592794588,trex,28.00,28.0000,28.0,16.0,月卡,,小猪佩奇
2356,zcnpSGiwEJ1673855691116,kgiknAsfvi1640939338374,trex,1.00,0.2000,1.0,1.0,周卡,,
2357,BczhfQxibB1678165705068,CzfzrFXmET1677721358035,trex,69.00,69.0000,69.0,12.0,季卡,,
2358,TWLFYaSwzS1615262192462,dcFXccjtWN1670988679451,trex,19.00,19.0000,19.0,1.0,月卡,,超级宝贝JoJo
2359,VnukKzayCX1672030917761,YLdPMFfCYq1641886501615,trex,19.00,12.6600,19.0,1.0,月卡,,
2360,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,28.00,28.3300,28.0,3.0,月卡,超级宝贝JoJo,
2361,dUOrLfFfWQ1599741969652,sCxhfQzqme1599741969652,trex,19.00,9.5000,19.0,1.0,月卡,,
2362,ykrBtgeNLB1657158478496,tLkrliWfpJ1659514393135,trex,6.60,6.6000,6.6,1.0,月卡,,
2363,HTzlrpzuJO1683191028027,HqeOzujPTe1681873072361,trex,19.00,19.0000,19.0,1.0,月卡,,
2364,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,28.00,7.0000,28.0,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
2365,KcLUnaQzax1682498008320,rJdwVasGff1682500608404,trex,22.00,22.0000,22.0,5.0,月卡,,
2366,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,55.00,55.0000,55.0,3.0,季卡,奶龙、飞狗moco等,奶龙、飞狗moco等
2367,ZFuEAGtOHx1629880899031,JYTjSukIkn1624618560684,trex,188.00,188.0000,188.0,4.0,半年卡,迷你小洞,迷你小洞
2368,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,19.00,19.0000,19.0,1.0,月卡,,
2369,bAlxVCrUOE1672803001188,bkHXBHEHSd1672803042858,trex,9.90,4.9500,9.9,1.0,月卡,,
2370,JYTjSukIkn1624618560684,ZFuEAGtOHx1629880899031,trex,89.00,17.8000,89.0,1.0,季卡,迷你小洞,迷你小洞
2371,thbrJDWJEX1628058824772,DqfrvgrVIy1628663920538,trex,1.00,1.0000,1.0,1.0,周卡,汽车世界,工程车探险小队
2372,xGOuQqrDhj1672030794752,lJhIPJGYSL1662084525030,trex,28.00,28.0000,28.0,2.0,月卡,,
2373,KsfNGOttkq1651055954296,dRcKfdegAs1651055993794,trex,1.00,1.0000,1.0,1.0,周卡,,
2374,kVZIHvAmFM1666159620142,ovUCdUsklm1666145867408,trex,19.00,19.0000,19.0,2.0,月卡,,
2375,tftfYiDenv1658217865573,tYmxOqASVi1676865807136,trex,19.00,19.0000,19.0,1.0,月卡,,
2376,KcLUnaQzax1682498008320,jrBIzurAEP1679035460357,trex,28.00,28.0000,28.0,2.0,月卡,,
2377,OqMoGDSgQv1673422634419,ZFuEAGtOHx1629880899031,trex,89.00,17.8000,89.0,1.0,季卡,迷你小洞,
2378,VbHulUqOGv1604975827938,kDhWpGlbee1604975827938,trex,1.00,1.0000,1.0,1.0,周卡,奥特曼,奥特曼
2379,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,1.00,28.3300,1.0,1.0,周卡,超级宝贝JoJo,
2380,VrdfGroifZ1599120789023,JuLUHyDiGt1599120789023,trex,28.00,28.0000,28.0,6.0,月卡,心奇爆龙战车,心奇
2381,XXPOjaPFty1623117705663,rdvElZlHBp1617853621014,trex,19.00,19.0000,19.0,1.0,月卡,汪汪队,汪汪队
2382,KcLUnaQzax1682498008320,gAUDdFUYiw1678099317551,trex,22.00,7.3300,22.0,4.0,月卡,,
2383,EveipOOytX1663574247386,DZnXRryQAT1601214717245,trex,55.00,27.5000,55.0,2.0,季卡,小猪佩奇,
2384,dcFXccjtWN1670988679451,CbhSAfsajB1645413503066,trex,59.00,59.0000,59.0,11.0,季卡,,
2385,SKrdakpQYI1647395959166,LkttuGfByQ1687258543520,trex,19.00,19.0000,19.0,1.0,月卡,,
2386,iKibTTGiih1601214717245,rWSWRUzPoL1601006304441,trex,19.00,12.6600,19.0,1.0,月卡,小猪佩奇,小猪佩奇
2387,QtVxlMBLWz1688620704695,IsBakObEkQ1669646104647,trex,19.00,4.7600,19.0,1.0,月卡,,
2388,VxQvszgMdu1646276496568,sqTufNIWFr1675222700175,trex,6.60,6.6000,6.6,3.0,月卡,,
2389,hSCcDhuVBn1612259931419,gbHRxpksln1612259932219,trex,1.00,1.0000,1.0,2.0,周卡,猫和老鼠,猫和老鼠
2390,zrdrjHGUPh1660805155831,HzyTGQYkBx1676529765319,trex,28.00,28.0000,28.0,2.0,月卡,,
2391,QtVxlMBLWz1688620704695,LdmarQxVeh1642668150559,trex,1.00,1.0000,1.0,2.0,周卡,,
2392,dNUkdLPkci1585650051748,TWLFYaSwzS1615262192462,trex,1.00,1.0000,1.0,2.0,周卡,超级宝贝JoJo,超级宝贝JoJo
2393,,jAGHvKfxCC1601282023158,,,59.0000,,,,小猪佩奇,猪猪侠
2394,,zdJJsEcVXs1611317557673,,,55.0000,,,,益智宝贝,猪猪侠
2395,,mxAeXurmxZ1691143673302,,,0.3300,,,,,猪猪侠
2396,,KcLUnaQzax1682498008320,,,87.0000,,,,,猪猪侠
2397,,TWLFYaSwzS1615262192462,,,28.0000,,,,超级宝贝JoJo,猪猪侠
2398,,TWLFYaSwzS1615262192462,,,28.0000,,,,超级宝贝JoJo,猪猪侠
2399,,KGGJWPMdPi1642562281891,,,34.5000,,,,汪汪队,猪猪侠
2400,cJkHbeOZrt1614159028262,IsBakObEkQ1669646104647,trex,19.00,4.7600,19.0,1.0,月卡,,汽车世界
2401,RYkFLhqgAh1608551836986,gkadmUpzpe1608707396724,trex,49.00,49.0000,49.0,1.0,季卡,宝宝巴士,宝宝巴士
2402,RYkFLhqgAh1608551836986,SmBxpPUJjZ1647928721675,trex,19.00,19.0000,19.0,1.0,月卡,,宝宝巴士
2403,ysyPdbRHxJ1655720597049,GmTyPWFMVF1682234656368,trex,1.00,1.0000,1.0,1.0,周卡,,
2404,OZGFxJdCEA1604037148197,IsBakObEkQ1669646104647,trex,19.00,4.7600,19.0,1.0,月卡,,汽车世界
2405,wdIZnLoVAZ1637670631371,cJkHbeOZrt1614159028262,trex,28.00,14.0000,28.0,3.0,月卡,汽车世界,汽车世界
2406,HQxPqhSsuF1598351177549,UpLHLFCMQR1668147330045,trex,69.00,69.0000,69.0,4.0,季卡,,贝乐虎
2407,ANEqaPBcyO1604037148198,IPJQTPUomm1657257360554,trex,28.00,28.0000,28.0,2.0,月卡,,汽车世界
2408,DqfrvgrVIy1628663920538,cJkHbeOZrt1614159028262,trex,28.00,14.0000,28.0,3.0,月卡,汽车世界,汽车世界
2409,LdmarQxVeh1642668150559,ysyPdbRHxJ1655720597049,trex,19.00,19.0000,19.0,1.0,月卡,,
2410,GmTyPWFMVF1682234656368,IsBakObEkQ1669646104647,trex,19.00,2.3800,19.0,1.0,月卡,,
2411,DZyfoCzVAV1640581901623,ljBQVzHtwm1604037148198,trex,28.00,9.3300,28.0,3.0,月卡,汽车世界,汽车世界
2412,ljBQVzHtwm1604037148198,TixJDwvIMh1629110448028,trex,1.00,1.0000,1.0,1.0,周卡,,汽车世界
2413,ysyPdbRHxJ1655720597049,IsBakObEkQ1669646104647,trex,19.00,2.3800,19.0,1.0,月卡,,
2414,cJkHbeOZrt1614159028262,QtVxlMBLWz1688620704695,replace,19.00,19.0000,19.0,1.0,月卡,,汽车世界
2415,slWMgbEgMt1599120789021,YuBQIvhSZJ1641887461406,trex,59.00,59.0000,59.0,1.0,季卡,,贝乐虎
2416,hONzltnDij1635755555937,JzRkcivWuU1647420472731,trex,55.00,55.0000,55.0,1.0,季卡,,宝宝巴士
2417,yyNhGxSAqI1645438099053,WlJpMZIkWj1660728776348,trex,19.00,19.0000,19.0,1.0,月卡,,
2418,qJOsiIczzB1603373597958,BebfPMtgEu1593583439097,trex,28.00,28.0000,28.0,2.0,月卡,碰碰狐,碰碰狐
2419,vyouLBZrvX1593583439097,BebfPMtgEu1593583439097,trex,1.00,1.0000,1.0,1.0,周卡,碰碰狐,碰碰狐
2420,cpTksMugnu1653891844798,XUptzbtBFK1621935528987,trex,1.00,1.0000,1.0,1.0,周卡,宝宝巴士,
2421,IsBakObEkQ1669646104647,DQDspNDyxy1641800046650,trex,1.00,1.0000,,,,,
2422,ApQkswPzZM1654872253896,KIXfInTBJn1666338977320,trex,9.90,9.9200,,,,,
2423,OZGFxJdCEA1604037148197,LdmarQxVeh1642668150559,trex,28.00,14.0000,,,,,汽车世界
2424,ANEqaPBcyO1604037148198,OZGFxJdCEA1604037148197,trex,1.00,2.0000,,,,汽车世界,汽车世界
2425,TxwHaxEqjm1678941730402,OZGFxJdCEA1604037148197,trex,1.00,2.0000,,,,汽车世界,
2426,TxwHaxEqjm1678941730402,wdIZnLoVAZ1637670631371,trex,89.00,89.0000,,,,汽车世界,
2427,OZGFxJdCEA1604037148197,wdIZnLoVAZ1637670631371,trex,1.00,1.0000,,,,汽车世界,汽车世界
2428,pbKdDKcYZQ1672826029738,bHopLqvCLp1659940550109,trex,1.00,1.0000,,,,,
2429,tFcQJWZtHz1604545090958,thbrJDWJEX1628058824772,trex,28.00,28.0000,,,,工程车探险小队,
2430,RzAmVBHPSO1677117946384,MYqzwTgTUJ1670464318083,trex,19.00,3.8000,,,,,
2431,HTzlrpzuJO1683191028027,foAsnzWAYe1631955197597,trex,19.00,19.0000,,,,,
2432,HHWogIUeqK1611912236143,TLmTqsjVel1631023189159,trex,1.00,1.0000,,,,,
2433,CCTCLxMrbY1612921864880,nmyUqVpBlr1614164299502,trex,28.00,28.0000,,,,汪汪队,汪汪队
2434,vuvjOYRqRg1625796564355,YLdPMFfCYq1641886501615,trex,28.00,28.0000,,,,,
2435,MkVBIVsqib1654516585174,HnEuRJIfZh1657610791952,trex,28.00,28.0000,,,,,
2436,LlzCBprKOR1604975827938,BzxTCFpJoo1605167479239,trex,28.00,28.0000,,,,奥特曼,奥特曼
2437,WRFrjWKnvL1610507883957,aJtGLIKVrq1621244820718,trex,1.00,1.0000,,,,,
2438,zkqnMCwheM1678264990911,LvpmooptDY1670400993744,trex,28.00,28.0000,,,,,
2439,jKwkyhgtfM1659577628716,NpmfRfLXaJ1638950988359,trex,89.00,17.8000,,,,,
2440,jrBIzurAEP1679035460357,KcLUnaQzax1682498008320,trex,19.00,12.6600,,,,,
2441,YLdPMFfCYq1641886501615,vuvjOYRqRg1625796564355,trex,19.00,4.7500,,,,,
2442,gOFmSTSvqo1621935528034,yGMtUHZrtm1653985236117,trex,59.00,29.5000,,,,,宝宝巴士
2443,LcfYyPZeKw1606285108234,sBnnJXAGXb1606285108234,trex,19.00,18.9900,,,,芭比,芭比
2444,acZMEasvmY1632971111574,LYulscCVwp1635399350922,trex,1.00,1.0000,,,,奥特曼,奥特曼
2445,lJhIPJGYSL1662084525030,XwZAFngsLA1640316785550,trex,19.00,19.0000,,,,,
2446,CteFEGawsW1689162933418,oQuNqvPiJJ1689162108850,trex,6.60,5.2800,,,,,
2447,wZesykxNus1663643577138,foAsnzWAYe1631955197597,trex,1.00,1.0000,,,,,
2448,ZqGePDDFuI1604975827938,qJRLeouhAI1604975827938,trex,22.00,22.0000,,,,奥特曼,奥特曼
2449,MYqzwTgTUJ1670464318083,zwBlmWzWao1670379612197,trex,1.00,1.0000,,,,,
2450,EcjztyVhJg1689303456414,WtQiXszITT1628070668771,trex,1.00,1.0000,,,,小猪佩奇,
2451,CDuTmhbHPT1601214717245,vnUgWOfoOv1676272088171,trex,28.00,28.0000,,,,,小猪佩奇
2452,cHNHSiDgGP1646806197879,CzfzrFXmET1677721358035,trex,19.00,19.0000,,,,,
2453,gAUDdFUYiw1678099317551,wOKWXTJNXI1663747051421,trex,28.00,16.8000,,,,,
2454,bkHXBHEHSd1672803042858,pAmuKoIaMr1619768843974,trex,19.00,9.5000,,,,喜羊羊与灰太狼,
2455,RfJfgkbMTy1620798057392,oQuNqvPiJJ1689162108850,trex,6.60,1.3200,,,,,彩虹宝宝
2456,CDuTmhbHPT1601214717245,EmGUinUUID1601006304441,trex,6.60,6.6000,,,,小猪佩奇,小猪佩奇
2457,aVdZldNlNw1655720723532,qZjTkcSCkK1611832238265,trex,1.00,1.0000,,,,,
2458,NWMlKaavjn1605063106699,NWsGWLRucC1651890274453,trex,28.00,28.0000,,,,,奥特曼
2459,TJxdnvCCjo1654570287681,RfJfgkbMTy1620798057392,trex,9.90,3.3000,,,,彩虹宝宝,
2460,bAlxVCrUOE1672803001188,iOajuTbXSr1626157126025,trex,28.00,14.0000,,,,喜羊羊与灰太狼,
2461,GHHZdquJyA1661768139005,iDaVcrduLW1623226260255,trex,1.00,1.0000,,,,猫和老鼠,
2462,iXTrcWcluw1624618559955,wPXkLWstVv1624618559064,trex,239.00,239.0000,,,,,
2463,HsNhrjUABA1612173999589,BQbEuiIRLv1659950336294,trex,1.00,0.6600,,,,,
2464,XGbkFrYFub1599643696220,atbDkNvYLD1652778457981,trex,1.00,1.0000,,,,,白雪公主
2465,BCkKvXwDri1618908956872,YUyMcQixMz1652237791493,trex,28.00,28.0000,,,,,巴塔木
2466,LNTFOyQTfC1661615799239,bUQumrBPsM1663644621501,trex,66.00,66.0000,,,,,
2467,JVoihWjHow1673508086888,MPJxFrTdVN1609897895618,trex,9.90,9.9000,,,,熊出没,
2468,LNTFOyQTfC1661615799239,dskJlrRkcR1602313839424,trex,1.00,1.0000,,,,小猪佩奇,
2469,nmsViYFPMx1680596525311,FtIdDbRumK1635473378271,trex,1.00,1.0000,,,,咖宝车神,
2470,oyyBjewPDT1631785499962,xQOVfGuWAl1631796558806,trex,19.00,19.0000,,,,,
2471,jAGHvKfxCC1601282023158,DZnXRryQAT1601214717245,trex,28.00,28.0000,,,,小猪佩奇,小猪佩奇
2472,BcWCZgcgRK1651214489636,bbdCVSFReO1630376025467,trex,19.00,19.0000,,,,奶龙、飞狗moco等,
2473,tvKHeFpZUI1649920390761,pAmuKoIaMr1619768843974,trex,69.00,69.0000,,,,喜羊羊与灰太狼,
2474,QynsIojwWy1687934194585,QHzXMkGtca1610449153922,trex,19.00,18.9900,,,,,
2475,acZMEasvmY1632971111574,cCOixcrPZd1633670731971,trex,59.00,8.4300,,,,奥特曼,奥特曼
2476,TWLFYaSwzS1615262192462,sTuXtscHGg1660283881528,trex,28.00,27.9900,,,,,超级宝贝JoJo
2477,KsfNGOttkq1651055954296,nMhjiqDDec1675220412875,trex,1.00,1.0000,,,,,
2478,LNTFOyQTfC1661615799239,rWSWRUzPoL1601006304441,trex,19.00,9.5000,,,,小猪佩奇,
2479,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,trex,55.00,55.0000,,,,超级宝贝JoJo,
2480,LYBWueiSVs1654910640173,iCyOqMkIYx1676882325349,trex,1.00,1.0000,,,,,
2481,DGFAIDIqGH1600322877228,vDXrKnIAsb1618908955276,trex,9.90,9.9000,,,,贝肯熊,爆笑虫子
2482,zQgxTtkjTB1627454263017,pkCOSAmNvL1676261822797,trex,89.00,89.0000,,,,,
2483,EtoGwzMkmD1673259220418,iRdDTVcUVg1611236386907,trex,1.00,0.5000,,,,奶龙、飞狗moco等,
2484,ySzFQCNitW1665304936659,wxymBqFvqn1673440600121,trex,9.90,9.9000,,,,,
2485,zPZlnWVRLu1620615013719,pCOoOSvyBT1621843434723,trex,19.00,12.6600,,,,天线宝宝,花园宝宝
2486,btPjEIxatS1654496187462,kYrglmMvRZ1660727132752,trex,28.00,28.0000,,,,,
2487,jyUFGfMhCA1671159113497,pXJcBfpyWW1671094687250,trex,239.00,239.0000,,,,,
2488,FdnjlGzHBx1608187202503,zagLcMYWlp1655284985494,trex,19.00,19.0000,,,,,
2489,qPJsvqlZUj1617008833199,dJdSJwnzQh1604043122785,trex,1.00,1.0000,,,,小猪佩奇,小猪佩奇
2490,nPUIAztZSX1638410952672,FMUUXZhUDx1622777142364,trex,1.00,1.0000,,,,憨豆先生,憨豆先生
2491,isRQtbNaNT1636698317319,NDADxfCtuk1636012385239,trex,1.00,1.0000,,,,猫和老鼠,猫和老鼠
2492,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,19.00,19.0000,,,,,
2493,ENvQjXwyjB1623117703882,BNvjPGSAtM1617853622364,trex,19.00,19.0000,,,,汪汪队,汪汪队
2494,nXGjheffqn1666770318953,kwmMztMKCr1684139625983,trex,1.00,1.0000,,,,,
2495,iRdDTVcUVg1611236386907,rSpHAEkwVa1606974409138,trex,22.00,22.0000,,,,奶龙、飞狗moco等,奶龙、飞狗moco等
2496,ENvQjXwyjB1623117703882,booCmTupLt1617335839554,trex,19.00,19.0000,,,,汪汪队,汪汪队
2497,leWaoRllWZ1658712988314,nQQNcDEpQy1611236386671,trex,59.00,11.8000,,,,,
2498,KcLUnaQzax1682498008320,rJdwVasGff1682500608404,trex,1.00,1.0000,,,,,
2499,WkUZVBNcWC1610977284673,fkGIRyPFBk1611823571585,trex,28.00,28.0000,,,,孙悟空,西游记
2500,wtsLbUxSek1604304490027,TRnGkKtyti1652680697728,trex,22.00,22.0000,,,,,
2501,jrBIzurAEP1679035460357,vzzioKATQa1681268791040,trex,19.00,11.4000,,,,,
2502,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,6.60,6.6000,,,,,
2503,ZjJahURwmX1684481606838,saErrhtYrY1664341795960,trex,19.00,19.0000,,,,,
2504,KcLUnaQzax1682498008320,GExqbHJUww1681277445890,trex,1.00,1.0000,,,,,
2505,JVoihWjHow1673508086888,VDEzkVEGwq1672137250941,trex,1.00,1.0000,,,,,
2506,IbLhBPNrEN1658742517636,BEvcDXhUxm1658742636356,trex,1.00,0.5000,,,,,
2507,UljSyRdVQH1676859028498,CdPNHZACkM1652940419103,trex,19.00,19.0000,,,,,
2508,vJOEicGMxI1648458688185,FvAzgXoYMw1607075043285,trex,28.00,28.0000,,,,萌鸡小队,
