,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
941,1ibc94exzsdjr1y,移动迷宫2,2015,['动作' '惊悚' '科幻' '悬疑' '冒险'],"['团结与合作', '生存与挑战', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
942,mcyoy5e08p00uv9,戴手铐的旅客,1980,['悬疑' '剧情' '动作'],"['正义与法律', '道德与选择', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
943,m83b6fzlbepzggm,弑神之英雄觉醒,2017,['爱情' '奇幻' '喜剧' '科幻' '冒险'],"['民族自尊', '神话与传说', '爱国主义']","[10.0, 9.0, 8.0]",[],[],0,3
944,k3j0g3rmkj2gon9,锅盖头,2005,['传记' '战争' '剧情'],"['家庭矛盾', '生死抉择', '信任']","[10.0, 9.0, 9.0]",['爱国'],[2.31],1,3
945,pq8ert5ym7s3o50,龙门飞甲,2011,['剧情' '动作' '武侠' '冒险' '纪录片'],"['民族自尊', '武术精神', '团结与合作']","[10.0, 9.0, 8.0]",[],[],0,3
946,mzc00200tgrsohp,二龙湖往事：黄金劫,,['犯罪' '喜剧' '爱情' '搞笑'],"['友谊与背叛', '信任', '父子/父女']","[9.0, 9.0, 8.0]",[],[],0,3
947,mzc002005xl7vth,误杀瞒天记,2015,['悬疑' '剧情' '犯罪'],"['家庭矛盾', '道德与法律', '惩罚与救赎']","[10.0, 9.0, 8.0]",[],[],0,3
948,bqchho98oc9s9jg,至暗之时,2011,['剧情' '动作' '灾难' '科幻' '惊悚'],"['政治与权力', '保护与牺牲', '灾难与生存']","[9.5, 9.0, 8.5]",[],[],0,3
949,xk050c3und2qew2,代号杰罗尼莫,2012,['犯罪' '剧情' '动作'],"['政治与权力', '保护与牺牲', '爱国主义']","[10.0, 9.0, 8.0]",[],[],0,3
950,txne7zkpdkfgy8h,萨拉热窝的桥,2014,['短片' '剧情' '纪录片'],"['困境与挑战', '文化差异', '社会问题']","[10.0, 10.0, 9.0]",['温暖'],[2.64],1,3
951,mzc0020084o4iky,冰雪大作战2,2018,['冒险' '喜剧' '动画'],"['友谊', '团结与合作', '环保意识']","[10.0, 10.0, 9.0]",['温暖'],[4.0],1,3
952,pt9f8uatlrgvhxu,西柏坡2：英雄王二小,2013,['战争' '儿童' '动画'],"['家国情怀', '爱国主义', '勇气与决心']","[10.0, 9.0, 9.0]",,,0,3
953,mzc00200n7bx51r,雀斑公主,2021,['冒险' '动画' '科幻'],"['家庭友好', '友谊与背叛', '奇幻与超自然']","[10.0, 9.0, 9.0]",,,0,3
954,mzc0020041s58ql,甜蜜保镖,2020,['爱情' '剧情' '动作'],"['保护与牺牲', '勇气与决心', '真爱与选择']","[10.0, 9.0, 8.0]",,,0,3
