,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
819,aw5x0yrons77ng1,整容日记,2014,['喜剧' '爱情' '搞笑'],"['女性力量与平等', '成长与自我发现', '真爱与选择', '信任', '信任', '生活与选择']","[9.0, 8.0, 7.0, 6.0, 6.0, 5.0]","['女性力量与平等', '成长与自我发现', '真爱', '选择', '信任', '生活']","['挑战', '悔恨']","[4.0, 3.5]"
820,7eacs2dma9tvs54,反贪风暴,2014,['犯罪' '剧情' '动作'],"['反腐斗争', '犯罪与惩罚', '警察与犯罪', '信任']","[10.0, 9.0, 9.0, 8.0]","['反腐斗争', '犯罪', '惩罚', '警察', '信任']","['勇敢', '危险', '挑战', '死亡', '拯救']","[4.5, 4.5, 4.0, 4.0, 3.5]"
821,f0qjcexig8rjzpo,长江七号,2008,['冒险' '喜剧' '科幻' '搞笑'],"['亲情与成长', '勇气与决心', '团结与合作', '科技与未来', '梦想与奋斗', '环保意识']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['亲情', '成长', '勇气', '决心', '团结', '合作', '科技', '未来', '梦想', '奋斗', '环保意识']","['探险', '悔恨', '勇敢', '求生', '危险', '挑战', '意外', '死亡', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
822,tyxha27sasikn8c,扫毒,2013,['悬疑' '剧情' '犯罪' '动作'],"['反腐斗争', '信任', '警察与犯罪', '犯罪与惩罚', '牺牲和奉献']","[10.0, 9.0, 8.0, 8.0, 7.0]","['反腐斗争', '信任', '警察', '犯罪', '惩罚', '牺牲和奉献']","['勇敢', '拯救', '挑战', '求生', '死亡', '危险']","[4.5, 4.0, 3.5, 2.25, 2.25, 1.75]"
823,hg4vd61z5r1qquh,私人保镖,1992,['犯罪' '剧情' '动作'],"['保护与牺牲', '牺牲和奉献', '犯罪与惩罚', '信任']","[9.0, 9.0, 8.0, 8.0]","['保护', '牺牲', '牺牲和奉献', '犯罪', '惩罚', '信任']","['拯救', '求生', '危险', '勇敢', '意外', '死亡', '挑战', '探险', '悔恨']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
824,r4olb7avzneorp0,鬼三惊2,2014,['恐怖' '搞笑' '悬疑' '惊悚' '犯罪'],"['恶搞与搞笑', '悬疑与谜题', '犯罪与惩罚']","[10.0, 8.0, 7.0]","['恶搞', '搞笑', '悬疑', '谜题', '犯罪', '惩罚']","['探险', '危险', '死亡', '悔恨']","[4.5, 4.5, 4.0, 3.0]"
825,fvzsd8r3sn3nzcs,地雷区,2015,['战争' '剧情' '历史'],"['战争与和平', '勇气与决心', '牺牲和奉献', '家族支持与励志', '团结与支持', '决策与后果']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['战争', '和平', '勇气', '决心', '牺牲和奉献', '家族支持与励志', '团结', '支持', '决策', '后果']","['勇敢', '挑战', '拯救', '求生', '危险', '死亡']","[4.5, 4.0, 3.5, 2.5, 2.5, 2.25]"
826,diqd53y1nkovi2u,惊天大逆转,2016,['悬疑' '剧情' '犯罪' '动作'],"['困境与挑战', '复仇与正义', '犯罪与惩罚', '警察与犯罪', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 5.0]","['困境', '挑战', '复仇', '正义', '犯罪', '惩罚', '警察', '真相', '谎言']","['拯救', '探险', '危险', '勇敢', '求生', '死亡', '挑战', '意外', '悔恨']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
827,mzc00200iowe8bq,龙窟寻宝,2021,['奇幻' '冒险' '剧情' '动作'],"['困境与挑战', '团结与合作', '勇气与决心', '古代文明与神秘力量', '探索与冒险']","[10.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '团结', '合作', '勇气', '决心', '古代文明与神秘力量', '探索', '冒险']","['勇敢', '探险', '危险', '挑战', '求生', '死亡', '拯救', '意外', '悔恨']","[2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31, 2.04, 2.04]"
828,mzc00200ai2qmoa,高卢英雄：魔法的秘密,2018,['奇幻' '动画'],"['家庭友好', '友谊', '成长与自我发现', '勇气与决心', '文化与传承']","[10.0, 9.0, 9.0, 8.0, 7.0]","['家庭友好', '友谊', '成长与自我发现', '勇气', '决心', '文化', '传承']","['勇敢', '拯救', '挑战', '探险', '危险', '意外', '死亡', '求生', '悔恨']","[3.6, 3.2, 2.8, 2.4, 2.4, 2.1, 2.1, 1.8, 1.8]"
829,mzc00200k19v28s,我爱你！,,['剧情' '爱情'],"['真爱与选择', '生命和死亡']","[10.0, 9.0]","['真爱', '选择', '生命和死亡']","['求生', '悔恨', '勇敢', '探险', '死亡', '挑战', '意外', '危险', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
830,ovbdx5uq46n2t8d,双龙会,1992,['喜剧' '动作'],"['团结与合作', '信任', '友谊与背叛', '江湖武侠']","[10.0, 9.0, 8.0, 6.0]","['团结', '合作', '信任', '友谊', '背叛', '江湖武侠']","['拯救', '勇敢', '挑战']","[4.0, 3.5, 3.0]"
831,0w0zgqo2jmpenhf,风语咒,2018,['剧情' '奇幻' '亲情' '武侠' '动画'],"['民族自尊', '神话与传说', '家族支持与励志', '家庭与团圆', '江湖武侠']","[10.0, 9.0, 8.0, 6.0, 5.0]","['民族自尊', '神话', '传说', '家族支持与励志', '家庭', '团圆', '江湖武侠']","['拯救', '探险', '危险', '勇敢', '求生', '死亡', '挑战', '意外', '悔恨']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333, 2.333]"
832,mzc00200awptjbk,梅根,,['惊悚' '恐怖' '科幻'],"['人工智能', '保护与牺牲', '科技与未来']","[10.0, 9.0, 8.0]","['人工智能', '保护', '牺牲', '科技', '未来']","['求生', '危险', '挑战', '意外', '死亡', '拯救', '勇敢']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.31]"
833,vb7zydkc1n8cj4o,哆啦A梦：大雄的金银岛,2018,['奇幻' '儿童' '家庭' '冒险' '动画'],"['团结与合作', '勇气与决心', '友谊', '爱心与关怀']","[10.0, 9.0, 8.0, 7.0]","['团结', '合作', '勇气', '决心', '友谊', '爱心', '关怀']","['勇敢', '挑战', '拯救']","[4.5, 4.0, 3.0]"
834,aggiy0qv89a47k3,猩球崛起,2011,['剧情' '科幻' '动作'],"['人与机器的界限', '团结与合作']","[9.0, 8.0]","['人与机器的界限', '团结', '合作']","['勇敢', '探险', '危险', '挑战', '求生', '死亡', '拯救', '意外', '悔恨']","[2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31, 2.04, 2.04]"
835,mzc00200mq6uu4i,狂鳄,2021,['灾难' '惊悚'],"['生存与挑战', '灾难与生存', '保护与牺牲', '团结与合作']","[10.0, 9.0, 8.0, 7.0]","['生存', '挑战', '灾难', '保护', '牺牲', '团结', '合作']","['求生', '危险', '勇敢', '挑战', '探险', '死亡']","[2.97, 2.97, 2.64, 2.64, 2.64, 2.64]"
836,r6hc2kqgvnmiejn,阿甘正传,1994,['剧情' '爱情' '战争' '喜剧' '励志'],"['成长与自我发现', '信任', '勇气与决心', '真爱与选择', '家庭友好']","[10.0, 9.0, 9.0, 8.0, 8.0]","['成长与自我发现', '信任', '勇气', '决心', '真爱', '选择', '家庭友好']","['坚强', '成长', '人生']","[2.667, 2.667, 2.667]"
837,ordx2gh5t7x0o04,逗鸟外传：萌宝满天飞,2016,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],"['家庭友好', '恶搞与搞笑', '动物主题', '成长与自我发现', '友谊与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0]","['家庭友好', '恶搞', '搞笑', '动物主题', '成长与自我发现', '友谊', '背叛']",['亲子'],[4.8]
838,719xhxkl9qdp267,无人区,2013,['西部' '犯罪'],"['生活与选择', '贪婪与道德', '犯罪与惩罚', '人性的挣扎', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 7.0]","['生活', '选择', '贪婪', '道德', '犯罪', '惩罚', '人性的挣扎', '生死抉择']","['求生', '危险', '成长', '死亡', '探险']","[4.5, 4.5, 3.5, 3.5, 3.0]"
839,rtxppsa2dqxd6ok,擦枪走火,2014,['喜剧' '爱情'],"['恶搞与搞笑', '真爱与选择', '团结与合作']","[9.0, 8.0, 7.0]","['恶搞', '搞笑', '真爱', '选择', '团结', '合作']",[],[]
840,8zloeajd5b34gw0,巨鳄,2006,['惊悚'],['生物突变'],[10.0],['生物突变'],"['探险', '求生', '危险', '挑战', '勇敢', '拯救']","[3.06, 3.06, 3.06, 1.98, 1.98, 1.98]"
841,s6xugjdjkqyf7hg,女神.Angela,2017,['剧情' '爱情'],"['女性力量与平等', '成长与自我发现', '真爱与选择', '困境与挑战', '信念与坚持']","[9.0, 8.0, 8.0, 7.0, 7.0]","['女性力量与平等', '成长与自我发现', '真爱', '选择', '困境', '挑战', '信念', '坚持']","['成长', '阴谋']","[1.98, 1.98]"
842,mzc00200e2mef37,恐怖游轮,2009,['悬疑' '惊悚' '剧情' '恐怖'],"['生死抉择', '真相与谎言', '生存与挑战']","[10.0, 9.0, 6.0]","['生死抉择', '真相', '谎言', '生存', '挑战']",,
843,p23rohsggrrcgdz,烈日灼心,2015,['悬疑' '剧情' '犯罪'],"['犯罪与惩罚', '信任', '警察与犯罪', '生死抉择']","[9.0, 8.0, 8.0, 7.0]","['犯罪', '惩罚', '信任', '警察', '生死抉择']","['人性', '阴谋', '悔恨', '危险', '死亡']","[4.0, 4.0, 3.5, 3.0, 2.5]"
844,ra1dhxmhz872ry8,叶问3,2015,['传记' '剧情' '动作' '武侠' '历史'],"['武术精神', '民族自尊', '恩怨情仇', '师徒关系', '传奇人物']","[10.0, 9.0, 9.0, 8.0, 7.0]","['武术精神', '民族自尊', '恩怨情仇', '师徒关系', '传奇人物']","['挑战', '勇敢', '坚强', '成长', '阴谋', '探险', '危险']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.1]"
845,t8hibdvu0oqa7qx,超级鲨大战机器鲨,2014,['科幻'],"['科技与未来', '机器人格斗', '生物突变', '团结与合作']","[10.0, 9.0, 9.0, 8.0]","['科技', '未来', '机器人格斗', '生物突变', '团结', '合作']","['拯救', '探险', '危险', '勇敢', '求生', '死亡', '挑战', '阴谋']","[2.667, 2.667, 2.667, 2.333, 2.333, 2.333, 2.0, 2.0]"
846,l55uzpo7mlkh9pm,决战之后（上）,1991,['战争' '剧情'],"['爱国主义', '民族自尊', '战争与和平', '牺牲和奉献', '团结与合作', '勇气与决心']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['爱国主义', '民族自尊', '战争', '和平', '牺牲和奉献', '团结', '合作', '勇气', '决心']","['人性', '成长', '阴谋', '坚强', '求生', '痛苦', '拯救']","[3.0, 2.667, 2.667, 2.333, 2.333, 2.333, 2.0]"
847,ye5d39ow0nj0i4j,燃烧,2013,['犯罪' '冒险' '爱情' '动作'],"['真爱与选择', '犯罪与惩罚', '暴力与道德']","[10.0, 9.0, 9.0]","['真爱', '选择', '犯罪', '惩罚', '暴力', '道德']","['危险', '成长', '阴谋', '挑战', '探险']","[2.7, 2.4, 2.4, 2.1, 1.8]"
848,mzc002006y88y5y,追凶十九年,2019,['悬疑' '剧情' '犯罪'],"['正义与冤屈', '信念与坚持', '真相与谎言', '人性与道德', '亲情与牺牲']","[10.0, 9.0, 8.0, 7.0, 6.0]","['正义', '冤屈', '信念', '坚持', '真相', '谎言', '人性', '道德', '亲情', '牺牲']","['求生', '危险', '人性', '死亡']","[4.5, 4.5, 4.0, 4.0]"
849,mzc00200ow0gauq,巨兽来袭2,2021,['悬疑' '灾难'],"['灾难与生存', '生死抉择', '团结与合作', '环境保护', '科技与未来']","[10.0, 10.0, 9.0, 8.0, 6.0]","['灾难', '生存', '生死抉择', '团结', '合作', '环境保护', '科技', '未来']","['探险', '意外', '求生', '危险']","[5.0, 5.0, 3.0, 3.0]"
850,jv5argookgzarh0,小鬼当家,1990,['搞笑' '喜剧' '儿童' '家庭' '犯罪'],"['困境与挑战', '勇气与决心', '团结与合作', '成长与自我发现', '信任', '家庭友好']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '勇气', '决心', '团结', '合作', '成长与自我发现', '信任', '家庭友好']",[],[]
851,8gw3uswncneb9l2,铁道卫士,1960,['战争' '剧情' '动作'],"['爱国主义', '民族自尊', '保护与牺牲', '勇气与决心', '团结与合作', '战争与和平']","[10.0, 9.0, 8.0, 8.0, 8.0, 7.0]","['爱国主义', '民族自尊', '保护', '牺牲', '勇气', '决心', '团结', '合作', '战争', '和平']","['求生', '勇敢', '挑战', '成长', '危险', '坚强', '人性', '阴谋']","[3.3, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
852,zxolejpeqkirbb0,光荣之路,1957,['战争' '剧情'],"['勇气与决心', '父子/父女', '团结与合作', '爱国主义', '战争与和平', '信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['勇气', '决心', '父子/父女', '团结', '合作', '爱国主义', '战争', '和平', '信任']",['人性'],[4.5]
853,ve0z5177mvb1gy9,龙城岁月,2005,['犯罪' '惊悚' '剧情' '动作'],"['信任与背叛', '黑帮与权力斗争', '犯罪与惩罚', '勇气与决心', '友谊与背叛']","[9.0, 8.0, 7.0, 6.0, 5.0]","['信任', '背叛', '黑帮与权力斗争', '犯罪', '惩罚', '勇气', '决心', '友谊']","['人性', '阴谋', '危险', '意外', '探险', '死亡']","[4.5, 4.5, 4.5, 3.0, 3.0, 3.0]"
854,mzc00200dwv81we,有钱特烦恼,2020,['喜剧' '家庭'],"['家庭矛盾', '亲情与成长', '恶搞与搞笑']","[10.0, 9.0, 8.0]","['家庭矛盾', '亲情', '成长', '恶搞', '搞笑']",,
855,3tjk4cxrrhzush8,无底洞,2011,['悬疑' '剧情' '喜剧'],"['困境与挑战', '真相与谎言', '恶搞与搞笑', '友谊', '悬疑氛围']","[10.0, 9.0, 8.0, 8.0, 7.0]","['困境', '挑战', '真相', '谎言', '恶搞', '搞笑', '友谊', '悬疑氛围']","['阴谋', '危险']","[4.5, 3.5]"
856,6qll7ptefwubgtu,跟踪追击,1963,['剧情' '犯罪'],"['反腐斗争', '警察与犯罪', '犯罪与惩罚', '勇气与决心', '持之以恒', '真相与谎言']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['反腐斗争', '警察', '犯罪', '惩罚', '勇气', '决心', '持之以恒', '真相', '谎言']","['勇敢', '拯救', '正义', '探险', '危险', '求生', '阴谋']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4]"
857,mzc002001rrrtyt,秘境古兽,2020,['奇幻' '悬疑' '剧情' '冒险'],"['探索与冒险', '古代文明与神秘力量', '真相与谎言', '勇气与决心', '团结与合作']","[9.0, 9.0, 8.0, 8.0, 8.0]","['探索', '冒险', '古代文明与神秘力量', '真相', '谎言', '勇气', '决心', '团结', '合作']","['热血', '勇敢', '成长', '危险', '阴谋', '人生', '死亡']","[4.5, 3.5, 1.6, 1.6, 1.4, 1.2, 1.2]"
858,mzc00200wm0eu28,济公之降龙降世,2021,['奇幻' '冒险' '动画'],"['道教主题', '神话与传说', '降龙降世', '中国文化', '济公', '冒险与挑战']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['道教主题', '神话', '传说', '降龙降世', '中国文化', '济公', '冒险', '挑战']",['亲子'],[4.2]
859,mzc0020049otqyv,狐妖小红娘·月红2,2021,['奇幻' '剧情' '动画' '爱情'],"['民族文化', '神话与传说', '真爱与选择', '传统与现代', '善恶抉择', '亲情与成长']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['民族文化', '神话', '传说', '真爱', '选择', '传统', '现代', '善恶抉择', '亲情', '成长']","['坚强', '危险', '成长', '阴谋', '人性', '悔恨']","[2.4, 1.6, 1.0, 1.0, 0.8, 0.8]"
860,bzhzppxdqsv6sr0,神秘世界历险记4,2018,['奇幻' '喜剧' '儿童' '家庭' '动画'],"['成长与自我发现', '友谊与团队精神', '勇敢与冒险', '神奇动物与魔法世界', '家庭友好', '环境保护']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '友谊与团队精神', '勇敢', '冒险', '神奇动物与魔法世界', '家庭友好', '环境保护']",['亲子'],[3.5]
861,mzc00200eyaedxh,宝可梦：皮卡丘和可可的冒险,2020,['冒险' '剧情' '动画'],"['友谊', '成长与自我发现', '探索与冒险', '团结与合作', '家庭友好', '神奇动物与魔法世界']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]","['友谊', '成长与自我发现', '探索', '冒险', '团结', '合作', '家庭友好', '神奇动物与魔法世界']","['拯救', '亲子']","[4.5, 4.0]"
862,ejks6d82begz8w7,江湖情2：英雄好汉,1987,['犯罪' '剧情' '动作'],"['信任', '恩怨情仇', '江湖武侠', '勇气与决心']","[10.0, 9.0, 8.0, 7.0]","['信任', '恩怨情仇', '江湖武侠', '勇气', '决心']","['探险', '阴谋', '成长', '死亡', '复仇', '英雄', '正义', '勇敢']","[3.6, 3.6, 3.2, 3.2, 2.8, 2.4, 2.1, 1.8]"
863,b6j00wpgat7dp2q,特高课在行动,1981,['悬疑' '剧情' '犯罪'],"['信任', '勇气与决心', '团结与合作', '犯罪与惩罚', '反腐斗争', '警察与犯罪']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['信任', '勇气', '决心', '团结', '合作', '犯罪', '惩罚', '反腐斗争', '警察']","['爱国', '正义', '英雄', '求生', '危险', '探险', '阴谋']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4]"
864,5oy778gc6ua4h70,全民目击,2013,['悬疑' '剧情' '犯罪'],"['正义与法律', '舆论压力', '真相与谎言', '责任与担当', '法律伦理', '社会问题']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['正义', '法律', '舆论压力', '真相', '谎言', '责任', '担当', '法律伦理', '社会问题']","['正义', '探险', '死亡', '勇敢', '人性', '危险', '求生', '阴谋']","[3.2, 2.7, 2.7, 2.4, 2.4, 2.4, 2.1, 2.1]"
865,73xgax4iau11tnu,七月八月,2016,['剧情' '喜剧' '亲情' '家庭'],"['家庭友好', '亲情疏远与和解', '恶搞与搞笑', '团结与合作']","[10.0, 9.0, 8.0, 8.0]","['家庭友好', '亲情疏远与和解', '恶搞', '搞笑', '团结', '合作']",['亲子'],[6.75]
866,zwqybzsk6m1ahnx,背靠背，脸对脸,1994,['剧情' '喜剧'],"['家庭矛盾', '生活与选择', '恶搞与搞笑', '成长与自我发现', '困境与挑战']","[10.0, 9.0, 8.0, 7.0, 6.0]","['家庭矛盾', '生活', '选择', '恶搞', '搞笑', '成长与自我发现', '困境', '挑战']","['人性', '政治', '人生', '阴谋']","[2.97, 2.97, 2.31, 2.31]"
867,6pf2mpya36yu5fd,超强台风,2008,['灾难' '剧情' '科幻'],"['灾难与生存', '困境与挑战', '生死抉择', '团结与合作', '勇气与决心', '环保意识']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['灾难', '生存', '困境', '挑战', '生死抉择', '团结', '合作', '勇气', '决心', '环保意识']","['勇敢', '拯救', '求生', '危险', '探险', '死亡', '人性']","[4.5, 4.0, 2.0, 2.0, 1.6, 1.6, 1.4]"
868,eafty5tebqhfygp,冷血追击,2019,['悬疑' '剧情' '犯罪' '动作'],"['复仇与正义', '犯罪与惩罚', '警察与犯罪', '追击与逃亡']","[10.0, 9.0, 9.0, 8.0]","['复仇', '正义', '犯罪', '惩罚', '警察', '追击', '逃亡']","['复仇', '死亡']","[111111111.0, 11111111.0]"
869,u14vapl0xrpnke0,乱,1985,['战争' '剧情' '历史' '动作'],"['责任与担当', '战争与和平', '政治与权力', '信任']","[10.0, 8.0, 8.0, 7.0]","['责任', '担当', '战争', '和平', '政治', '权力', '信任']","['人性', '成长', '阴谋', '勇敢', '人生', '复仇', '正义', '亲子']","[3.4, 3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.31]"
870,r6ri9qkcu66dna8,狄仁杰之四大天王,2018,['动作' '奇幻' '悬疑' '武侠' '古装'],"['团结与合作', '信任', '家国情怀', '江湖武侠']","[10.0, 9.0, 8.0, 7.0]","['团结', '合作', '信任', '家国情怀', '江湖武侠']","['英雄', '成长', '危险', '拯救', '探险', '阴谋', '正义', '复仇']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31]"
871,o6pxpi7ikjosc7y,霹雳神偷,1993,['剧情' '爱情' '动作' '惊悚' '犯罪'],"['复仇与正义', '友谊与背叛', '犯罪与惩罚', '真爱与选择', '信任', '生死抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['复仇', '正义', '友谊', '背叛', '犯罪', '惩罚', '真爱', '选择', '信任', '生死抉择']","['探险', '人性', '危险']","[3.06, 2.72, 2.72]"
872,b6mser4rir2b61k,赤焰战场2,2013,['喜剧' '搞笑' '犯罪' '动作'],"['团结与合作', '信任', '犯罪与惩罚', '勇气与决心', '友谊']","[9.0, 8.0, 7.0, 6.0, 5.0]","['团结', '合作', '信任', '犯罪', '惩罚', '勇气', '决心', '友谊']","['勇敢', '英雄', '拯救', '探险', '危险', '求生', '死亡']","[3.6, 3.2, 2.8, 2.4, 2.4, 2.1, 2.1]"
873,rz7x3oii2cafdnb,三毛流浪记,1949,['剧情' '喜剧' '儿童'],"['成长与自我发现', '友谊', '勇气与决心', '困境与挑战', '生活与选择', '家庭友好']","[9.0, 8.0, 8.0, 7.0, 7.0, 6.0]","['成长与自我发现', '友谊', '勇气', '决心', '困境', '挑战', '生活', '选择', '家庭友好']","['勇敢', '坚强']","[4.5, 4.0]"
874,mzc00200q4ecz7x,八岐大蛇,2020,['喜剧' '爱情' '动作'],"['神话与传说', '恶搞与搞笑']","[10.0, 9.0]","['神话', '传说', '恶搞', '搞笑']","['意外', '危险', '求生', '阴谋', '复仇']","[1.4, 1.4, 1.2, 1.2, 1.2]"
